---,ID,Name,Description,Quality,Icon,ItemType,Amount,IsStackable,MaxStackSize,IsDroppable,WorldMesh,Health,Duration,WeaponActorClass,EquipmentMesh,EquipmentType,EquipmentSlot,Damage,Armor,Strength,Dexterity,Intelligence
furn_chair_oak,"furn_chair_oak","Oak Chair","A nice Oak Chair","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_chair_oak.img_chair_oak'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/furniture/SM_chair_oak.SM_chair_oak'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_chair_pine,"furn_chair_pine","Pine Chair","A nice Pine Chair","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_chair_pine.img_chair_pine'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/furniture/SM_chair_pine.SM_chair_pine'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_cupboard_oak_L,"furn_cupboard_oak_L","Oak Cabinet 600mm Left Door","Modular Oak Cabinet - Right hand door","Common","Texture2D'/Game/_DJM/crafting/building/furniture/img_furn_cupboard_oak_L.img_furn_cupboard_oak_L'","Miscellaneous","1","True","8","True","StaticMesh'/Game/_DJM/crafting/building/furniture/SM_furn_cupboard_oak_L.SM_furn_cupboard_oak_L'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_cupboard_oak_R,"furn_cupboard_oak_R","Oak Cabinet 600mm Right Door","Modular Oak Cabinet - Right hand door","Common","Texture2D'/Game/_DJM/crafting/building/furniture/img_furn_cupboard_oak_R.img_furn_cupboard_oak_R'","Miscellaneous","1","True","8","True","StaticMesh'/Game/_DJM/crafting/building/furniture/SM_furn_cupboard_oak_R.SM_furn_cupboard_oak_R'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_shelf_cedar,"furn_shelf_cedar","shelf_cedar","Cedar Shelf","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_shelf_cedar.img_shelf_cedar'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/furniture/shelf_small_cedar.shelf_small_cedar'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_shelf_oak,"furn_shelf_oak","shelf_oak","Oak Shelf","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_shelf_oak.img_shelf_oak'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/furniture/shelf_small_oak.shelf_small_oak'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_shelf_pine,"furn_shelf_pine","shelf_pine","Pine Shelf","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_shelf_pine.img_shelf_pine'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/furniture/shelf_small_02.shelf_small_02'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_smelter,"furn_smelter","Smelter","A smetler for ores or pottery","Common","Texture2D'/Game/_DJM/crafting/building/img_furn_smelter.img_furn_smelter'","Miscellaneous","1","True","8","True","StaticMesh'/Game/_DJM/crafting/building/furniture/furn_smelter_v1.furn_smelter_v1'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_table_cedar,"furn_table_cedar","Cedar Table","Simple Cedar Table","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_table_cedar.img_table_cedar'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Environment/Meshes/SM_Wooden_Table_Cedar.SM_Wooden_Table_Cedar'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_table_oak,"furn_table_oak","Oak Table","Simple Oak Table","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_table_oak.img_table_oak'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Environment/Meshes/SM_Wooden_Table_Oak.SM_Wooden_Table_Oak'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
furn_table_pine,"furn_table_pine","Pine Table","Simple Pine Table","Common","Texture2D'/Game/_DJM/InventorySystem/Environment/Textures/img_table_pine.img_table_pine'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Environment/Meshes/SM_Wooden_Table_Pine.SM_Wooden_Table_Pine'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
jar_blue,"jar_blue","Jar of Blue food","Jar fill with Epic quality stuff","Rare","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_blue.img_jar_blue'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_blue.SM_jar_blue'","60","0.000000","None","None","Armor","Head","0","0","0","0","0"
jar_common,"jar_common","Jar of Common food","Jar fill with normal quality stuff","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_gold.img_jar_gold'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_gold.SM_jar_gold'","40","0.000000","None","None","Armor","Head","0","0","0","0","0"
jar_empty,"jar_empty","Empty Jar","Just a jar","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_empty.img_jar_empty'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar.SM_jar'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
jar_epic,"jar_epic","Jar of Epic Food","Jar fill with Epic quality stuff","Epic","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_purple.img_jar_purple'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_purple.SM_jar_purple'","100","0.000000","None","None","Armor","Head","0","0","0","0","0"
jar_legend,"jar_epic","Jar of Legendary food","Jar fill with Legendary quality stuff","Legendary","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_legend.img_jar_legend'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_legend.SM_jar_legend'","200","0.000000","None","None","Armor","Head","0","0","0","0","0"
jar_uncommon,"jar_uncommon","Jar of Uncommon food","Jar fill with uncommon quality stuff","Uncommon","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_green.img_jar_green'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_green.SM_jar_green'","60","0.000000","None","None","Armor","Head","0","0","0","0","0"
kitchen_bowl,"kitchen_bowl","Kitchen bowl","A bucket to carry water and other stuff","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_bowl.img_kitchen_bowl'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_kitchen_bowl.SM_kitchen_bowl'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
kitchen_plate,"kitchen_plate","Plate","A bucket to carry water and other stuff","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_plate.img_kitchen_plate'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_kitchen_plate_large.SM_kitchen_plate_large'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
kitchen_saucer,"kitchen_saucer","Kitchen Saucer","A bucket to carry water and other stuff","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_saucer.img_kitchen_saucer'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_kitchen_saucer.SM_kitchen_saucer'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
Misc_Human_Skull,"Misc_Human_Skull","Human Skull","Screams and weeping are heard faintly as you clutch the skull.","Rare","Texture2D'/Game/_DJM/InventorySystem/Items/Miscellaneous/Icons/T_ICON_Misc_Human_Skull.T_ICON_Misc_Human_Skull'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Miscellaneous/Meshes/SM_Human_Skull.SM_Human_Skull'","0","0.000000","None","None","Miscellaneous","Trinket","0","0","0","0","0"
ore_copper,"ore_copper","Copper Ore","","Common","Texture2D'/Game/_DJM/crafting/mining/img_ore_copper.img_ore_copper'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/mining/SM_ore_copper.SM_ore_copper'","0","0.000000","None","None","Miscellaneous","Main-Hand","0","0","0","0","0"
ore_iron,"ore_iron","Iron Ore","","Common","Texture2D'/Game/_DJM/crafting/mining/img_ore_iron.img_ore_iron'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/mining/SM_ore_iron.SM_ore_iron'","0","0.000000","None","None","Miscellaneous","Main-Hand","0","0","0","0","0"
ore_gold,"ore_gold","Gold Ore","Gold ore found by mining","Common","Texture2D'/Game/_DJM/crafting/mining/img_ore_gold.img_ore_gold'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/mining/SM_ore_gold.SM_ore_gold'","0","0.000000","None","None","Miscellaneous","Main-Hand","0","0","0","0","0"
pickup_apple_basic,"pickup_apple_basic","Apple","Juicy Apple","Common","Texture2D'/Game/_DJM/crafting/pickups/Textures/apple01.apple01'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/apple_mats/food_apple.food_apple'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
pickup_gem_orange,"pickup_gem_orange","Orange Gem","A basic orange Gem","Uncommon","Texture2D'/Game/_DJM/crafting/pickups/gems/img_gem02.img_gem02'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/gems/SM_Gem_round02.SM_Gem_round02'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/pickups/gems/gem_round02.gem_round02'","Armor","Head","0","0","0","0","0"
pickup_gem_red,"pickup_gem_red","Red Gem","A basic red Gem","Uncommon","Texture2D'/Game/_DJM/crafting/pickups/gems/img_gem_basic_med.img_gem_basic_med'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/gems/SM_Gem_round01.SM_Gem_round01'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/pickups/gems/gem_round01.gem_round01'","Armor","Head","0","0","0","0","0"
pickup_gem_white,"pickup_gem_white","White Gem","White Gem - very hot","Rare","Texture2D'/Game/_DJM/crafting/pickups/Textures/gem_pickup_white.gem_pickup_white'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/gems/SM_Gem_round02.SM_Gem_round02'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/pickups/gems/gem_round02.gem_round02'","Armor","Head","0","0","0","0","0"
pickup_herb_basic,"pickup_herb_basic","Basic Herb","Simple herb - increases health a little","Common","Texture2D'/Game/_DJM/crafting/pickups/Textures/herb01.herb01'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/materials/SM_grass_bush_simple_05.SM_grass_bush_simple_05'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
pickup_mushroom_basic,"pickup_mushroom_basic","Mushroom - Basic","A basic mushroom","Common","Texture2D'/Game/_DJM/crafting/pickups/Textures/mushroom01.mushroom01'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/djm_mushroom/mushroom02.mushroom02'","15","0.000000","None","None","Armor","Head","0","0","0","0","0"
pickup_ore_basic,"pickup_ore_basic","Ore basic","Basic Ore - pretty much just stone","Poor","Texture2D'/Game/_DJM/crafting/pickups/Textures/ore01.ore01'","Miscellaneous","1","True","99","True","StaticMesh'/Game/ext_landscapes/NaturePackage/Meshes/flora/rock7.rock7'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
seed_blue,"seed_blue","Seeds - common blue","Common blue seeds","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/img_farm_seed_blue.img_farm_seed_blue'","Miscellaneous","6","True","9999","True","StaticMesh'/Game/_DJM/crafting/farming/Meshes/seed_packet.seed_packet'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/farming/Meshes/seed01.seed01'","Armor","Head","0","0","0","0","0"
seed_green,"seed_green","Seeds - common green","Common green seeds","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/img_farm_seed_green.img_farm_seed_green'","Miscellaneous","6","True","9999","True","StaticMesh'/Game/_DJM/crafting/farming/Meshes/SM_Seed_green.SM_Seed_green'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/farming/Meshes/seed01.seed01'","Armor","Head","0","0","0","0","0"
seed_red,"seed_red","Seeds - common red","Common red seeds","Common","Texture2D'/Game/_DJM/crafting/farming/Textures/img_farm_seed_red.img_farm_seed_red'","Miscellaneous","6","True","9999","True","StaticMesh'/Game/_DJM/crafting/farming/Meshes/SM_Seed_base.SM_Seed_base'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/farming/Meshes/seed01.seed01'","Armor","Head","0","0","0","0","0"
shell_scallop,"shell_scallop","Scallop","Scallop shell","Uncommon","Texture2D'/Game/_DJM/crafting/pickups/shells/Textures/img_shell_scallop.img_shell_scallop'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/pickups/shells/SeaShell_a.SeaShell_a'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
Shield_Wood_Planks,"Shield_Wood_Planks","Wood Planks","Lash enough of these together and you'll have a pretty sturdy raft.","Poor","Texture2D'/Game/_DJM/InventorySystem/Items/Weapons/Icon/T_ICON_Shield_Wood_Planks.T_ICON_Shield_Wood_Planks'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SM_Shield_Wood_Planks.SM_Shield_Wood_Planks'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SK_Shield_Wood_Planks.SK_Shield_Wood_Planks'","Armor","Off-Hand","0","11","2","2","0"
toilet_paper,"toilet_paper","Toilet Paper","Toilet Paper","Rare","Texture2D'/Game/_DJM/crafting/building/furniture/img_toilet_paper.img_toilet_paper'","Miscellaneous","1","True","2","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Miscellaneous/yoga_ball/SM_SPTissue1.SM_SPTissue1'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
Tool_Axe_Basic,"Tool_Axe_Basic","Basic Axe","","Common","Texture2D'/Game/_DJM/crafting/tools/Tool_axe.Tool_axe'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_Tool_Axe.SM_Tool_Axe'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/tool_axe01.tool_axe01'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Dagger_Basic,"Tool_Dagger_Basic","Basic Dagger","A dagger used to cut things","Common","Texture2D'/Game/_DJM/crafting/tools/img_tool_dagger_basic.img_tool_dagger_basic'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_tool_dagger.SM_tool_dagger'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/dagger02.dagger02'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Hammer_Basic,"Tool_Hammer_Basic","Basic Hammer","","Common","Texture2D'/Game/_DJM/crafting/tools/Tool_hammer.Tool_hammer'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_tool_hammer.SM_tool_hammer'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/tool_hammer_epic_FF_.tool_hammer_epic_FF_'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Hoe_Basic,"Tool_Hoe_Basic","Basic Hoe","","Common","Texture2D'/Game/_DJM/crafting/tools/Tool_Hoe.Tool_Hoe'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_hoe.SM_hoe'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/tool_hoe_via_epic02.tool_hoe_via_epic02'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Pickaxe_Basic,"Tool_Pickaxe_Basic","Basic Pickaxe","","Common","Texture2D'/Game/_DJM/crafting/farming/Meshes/Textures/img_tool_pickaxe.img_tool_pickaxe'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_tool_pickaxe.SM_tool_pickaxe'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/tool_pickaxe02.tool_pickaxe02'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Saw_Basic,"Tool_Saw_Basic","Basic Saw","","Common","Texture2D'/Game/_DJM/crafting/tools/img_tool_saw.img_tool_saw'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_tool_saw03.SM_tool_saw03'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/tool_saw03.tool_saw03'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Screwdriver_Basic,"Tool_Screwdriver_Basic","Basic Screwdriver","A screwdriver to fix things and take things apart","Common","Texture2D'/Game/_DJM/crafting/tools/img_tool_screwdriver_basic.img_tool_screwdriver_basic'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_screwdriver_basic3.SM_screwdriver_basic3'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/SK_tool_screwdriver_basic.SK_tool_screwdriver_basic'","Weapon","Main-Hand","14","0","2","1","0"
Tool_Shovel_Basic,"Tool_Shovel_Basic","Basic Shovel","","Common","Texture2D'/Game/_DJM/crafting/tools/Tool_shovel.Tool_shovel'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/crafting/tools/SM_tool_shovel.SM_tool_shovel'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/tool_shovel_FF_epic.tool_shovel_FF_epic'","Weapon","Main-Hand","14","0","2","1","0"
torch,"torch","Torch","A short torch","Common","Texture2D'/Game/_DJM/crafting/tools/img_torch.img_torch'","Equipment","1","True","100","True","StaticMesh'/Game/_DJM/crafting/tools/SM_torch.SM_torch'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/tools/torch.torch'","Weapon","Main-Hand","2","0","0","0","0"
tree_sap,"tree_sap","Tree Sap","Sap used to make glue and torches and other stuff","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_green.img_jar_green'","Miscellaneous","1","True","99","False","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_green.SM_jar_green'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
Weapon_Bone_Dagger,"Weapon_Bone_Dagger","Bone Dagger","","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Weapons/Icon/T_ICON_Weapon_Bone_Dagger.T_ICON_Weapon_Bone_Dagger'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SM_Weapon_Bone_Dagger.SM_Weapon_Bone_Dagger'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SK_Weapon_Bone_Dagger.SK_Weapon_Bone_Dagger'","Weapon","Main-Hand","9","0","0","3","2"
Weapon_Bone_Sword,"Weapon_Bone_Sword","Bone Sword","","Uncommon","Texture2D'/Game/_DJM/InventorySystem/Items/Weapons/Icon/T_ICON_Weapon_Bone_Sword.T_ICON_Weapon_Bone_Sword'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SM_Weapon_Bone_Sword.SM_Weapon_Bone_Sword'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SK_Weapon_Bone_Sword.SK_Weapon_Bone_Sword'","Weapon","Main-Hand","18","0","2","2","0"
Weapon_Rifle_Assault,"Weapon_Rifle_Assault","Assault Rifle","Unlike anything you have ever seen before.","Legendary","Texture2D'/Game/_DJM/InventorySystem/Items/Weapons/Icon/T_ICON_Weapon_Rifle_Assault.T_ICON_Weapon_Rifle_Assault'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SM_Weapon_Assault_Rifle.SM_Weapon_Assault_Rifle'","0","0.000000","BlueprintGeneratedClass'/Game/_DJM/InventorySystem/Blueprints/Weapons/Weapon_Rifle_Assualt.Weapon_Rifle_Assualt_C'","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SK_Weapon_Rifle_Assault.SK_Weapon_Rifle_Assault'","Weapon","Main-Hand","9001","0","64","8","0"
Weapon_Simple_Axe,"Weapon_Simple_Axe","Simple Axe","","Common","Texture2D'/Game/_DJM/InventorySystem/Items/Weapons/Icon/T_ICON_Weapon_Simple_Axe.T_ICON_Weapon_Simple_Axe'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SM_Weapon_Simple_Axe.SM_Weapon_Simple_Axe'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/Weapons/Meshes/SK_Weapon_Simple_Axe.SK_Weapon_Simple_Axe'","Weapon","Main-Hand","14","0","2","1","0"
wood_handle_short,"wood_handle_short","Wood Handle - Short","A handle for a handtool","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_handle_short_med.img_wood_handle_short_med'","Equipment","1","True","10","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_handle_short.SM_wood_handle_short'","0","0.000000","BlueprintGeneratedClass'/Game/_DJM/InventorySystem/Blueprints/Weapons/Weapon_Actor.Weapon_Actor_C'","SkeletalMesh'/Game/_DJM/crafting/woodwork/SK_wood_handle_short.SK_wood_handle_short'","Weapon","Main-Hand","3","0","0","0","0"
wood_plank_cedar,"wood_plank_cedar","Wooden Plank - Cedar","Oak wooden planks","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_plank_cedar.img_wood_plank_cedar'","Miscellaneous","1","True","999","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_plank_cedar.SM_wood_plank_cedar'","0","0.000000","None","None","Miscellaneous","Main-Hand","0","0","0","0","0"
wood_plank_oak,"wood_plank_oak","Wooden Plank - Oak","Oak wooden planks","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_plank_oak.img_wood_plank_oak'","Miscellaneous","1","True","999","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_plank_oak.SM_wood_plank_oak'","0","0.000000","None","None","Miscellaneous","Main-Hand","0","0","0","0","0"
wood_plank_pine,"wood_plank_pine","Wooden Plank - Pine","Pine wooden planks","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_plank_pine.img_wood_plank_pine'","Miscellaneous","1","True","999","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_plank_pine02.SM_wood_plank_pine02'","0","0.000000","None","None","Miscellaneous","Main-Hand","0","0","0","0","0"
wood_stick_hardwood,"wood_stick_hardwood","Wood Stick - Hardwood","Hardwood stick","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_stick_short_med.img_wood_stick_short_med'","Miscellaneous","1","True","100","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_hardwood_stick.SM_wood_hardwood_stick'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/woodwork/SK_wood_stick_short.SK_wood_stick_short'","Weapon","Main-Hand","3","0","0","0","0"
wood_stick_short,"wood_stick_short","Wood Stick - Short","A short fat wooden stick","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_stick_short_med.img_wood_stick_short_med'","Miscellaneous","1","True","100","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_stick_short.SM_wood_stick_short'","0","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/woodwork/SK_wood_stick_short.SK_wood_stick_short'","Miscellaneous","Off-Hand","2","0","0","0","0"
workbench,"workbench","Workbench","A nice workbench","Common","Texture2D'/Game/_DJM/crafting/building/img_workbench1.img_workbench1'","Miscellaneous","1","False","0","True","StaticMesh'/Game/_DJM/crafting/building/workbench2.workbench2'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
kitchen_bowl_blue,"kitchen_bowl_blue","Kitchen bowl Blue","A bowl for food","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_bowl_blue.img_kitchen_bowl_blue'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/kitchen_bowl_large.kitchen_bowl_large'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
kitchen_plate_blue,"kitchen_plate_blue","Kitchen Plate Blue","A plate for food","Common","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_plate_blue.img_kitchen_plate_blue'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/kitchen_plate_large.kitchen_plate_large'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
kitchen_platter_blue,"kitchen_platter_blue","Kitchen Platter","A platter for serving food","Uncommon","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_plate_blue.img_kitchen_plate_blue'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/kitchen_platter.kitchen_platter'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
cloth_chest_croptop_short_yellow,"cloth_chest_croptop_short_yellow","Short Crop top Female","TShirt Shortsleeve Female","Common","Texture2D'/Game/_DJM/UCS/Clothing/Final/Top/T-Shirts/ShortSleeves/img_Tshirt_shortsleeves_Female.img_Tshirt_shortsleeves_Female'","Equipment","1","False","0","True","StaticMesh'/Game/_DJM/InventorySystem/Items/z_djm_items/clothes/SM_top_crop_short_F.SM_top_crop_short_F'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/z_djm_items/clothes/SK_top_crop_short_F.SK_top_crop_short_F'","Armor","Chest","0","2","0","0","0"
cloth_shoes_sneakers_M,"cloth_shoes_sneakers_M","Sneakers Male","Cool Sneakers Male","Rare","Texture2D'/Game/_DJM/InventorySystem/Items/z_djm_items/clothes/nike/img_cloth_shoe_nike_white.img_cloth_shoe_nike_white'","Equipment","1","True","6","True","StaticMesh'/Game/_DJM/InventorySystem/Items/z_djm_items/clothes/nike/SM_cloth_shoe_nike.SM_cloth_shoe_nike'","0","0.000000","None","SkeletalMesh'/Game/_DJM/InventorySystem/Items/z_djm_items/clothes/nike/SK_cloth_shoe_nike.SK_cloth_shoe_nike'","Armor","Feet","0","0","0","0","0"
build_nail,"build_nail","Nail","Join wood with nails","Common","Texture2D'/Game/_DJM/crafting/building/img_build_nail.img_build_nail'","Miscellaneous","1","True","50000","True","StaticMesh'/Game/_DJM/crafting/building/SM_Nail.SM_Nail'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
wood_log_cedar,"wood_log_cedar","Cedar Wood Log","Cedar Wood Log","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_log.img_wood_log'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_log_cedar.SM_wood_log_cedar'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
wood_log_oak,"wood_log_oak","Oak Wood Log","Oak Wood Log","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_log_oak.img_wood_log_oak'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_log_oak.SM_wood_log_oak'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
wood_log_pine,"wood_log_pine","Pine Wood Log","Pine Wood Log","Common","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_log_pine.img_wood_log_pine'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_log_pine.SM_wood_log_pine'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
