id,"size_X","size_Y","size_Z","radius"
"plant_flower_ThlaspiArvense_02","15.196927","14.180798","34.161682","17.415483"
"plant_flower_ThlaspiArvense_03","26.043966","26.043964","57.810951","30.479361"
"plant_flower_ThlaspiArvense_04","13.281231","13.836121","33.346443","17.405613"
"plant_flower_ThlaspiArvense_05","6.775453","7.194627","28.335371","14.296469"
"plant_flower_TrifoliumPratense_01","13.244324","14.020562","29.659325","15.687504"
"plant_flower_TrifoliumPratense_02","14.902084","21.71003","26.76952","16.114763"
"plant_flower_TrifoliumPratense_03","13.902058","12.247484","26.835712","14.371588"
"plant_flower_TrifoliumPratense_04","13.996275","13.633099","26.099304","14.114069"
"plant_flower_TrifoliumPratense_05","7.631938","10.058818","27.090858","14.145032"
"plant_flower_TrifoliumPratense_06","14.183242","10.358259","27.244473","14.436517"
"plant_flower_TrifoliumPratense_07","14.545326","8.042769","27.312891","14.427606"
"plant_flower_TrifoliumRepens_01","22.488871","24.260426","19.650009","13.538158"
"plant_flower_TrifoliumRepens_02","20.394276","20.315994","20.15078","13.881996"
"plant_flower_TrifoliumRepens_03","28.133457","34.858898","19.957155","19.95496"
"plant_flower_TrifoliumRepens_04","32.561565","30.789089","19.68047","18.520262"
"plant_flower_Trollius_01","17.444708","20.655844","65.554871","33.932793"
"plant_flower_Trollius_02","25.510347","22.569832","65.14608","32.653553"
"plant_flower_Trollius_03","15.401194","17.079618","59.159546","30.380518"
"plant_flower_Trollius_04","13.78668","13.762388","44.399952","23.157164"
"plant_flower_Tropaeolum_01","35.89735","40.720734","17.994219","22.762142"
"plant_flower_Tropaeolum_02","26.844448","25.080322","15.575027","15.011271"
"plant_flower_Tropaeolum_03","21.408348","24.806145","17.737392","14.874925"
"plant_flower_Tropaeolum_04","23.288412","20.579615","17.407991","14.539142"
"plant_flower_Tropaeolum_05","35.89735","40.720734","17.994219","22.762142"
"plant_flower_Tropaeolum_06","26.844448","25.080322","15.575027","15.011271"
"plant_flower_Tropaeolum_07","21.408348","24.806145","17.737392","14.874925"
"plant_flower_Tropaeolum_08","23.288412","20.579615","17.407991","14.539142"
"plant_flower_Tropaeolum_09","21.408348","24.806145","17.737392","14.874925"
"plant_flower_Tulipa_01","13.167164","27.917358","52.728481","26.526211"
"plant_flower_Tulipa_02","37.767311","31.892597","53.822575","27.724115"
"plant_flower_Tulipa_03","21.167755","34.461342","53.530098","27.416695"
"plant_flower_Tulipa_04","34.461349","20.032032","53.360672","27.295322"
"plant_flower_Tulipa_05","35.866211","13.42491","54.310223","27.965199"
"plant_flower_Tulipa_06","39.484673","19.943668","52.703239","29.303503"
"plant_flower_Tulipa_07","15.73505","31.292454","54.374752","28.72543"
"plant_flower_Tulipa_08","35.866211","14.797425","54.413681","27.93857"
"plant_flower_Tulipa_09","20.522301","33.49942","52.01651","28.586597"
"plant_flower_TussilagoFarfara_01","1.839231","1.909863","7.552934","3.89982"
"plant_flower_TussilagoFarfara_02","2.352733","2.309096","7.692032","4.104177"
"plant_flower_TussilagoFarfara_03","2.178979","2.402815","9.53023","4.916794"
"plant_flower_TussilagoFarfara_04","2.171265","3.958838","9.216253","5.087642"
"plant_flower_Venidium_01","31.913727","35.899662","47.215298","29.57349"
"plant_flower_Venidium_02","34.433361","34.944473","40.916725","27.283587"
"plant_flower_Venidium_03","34.372711","33.476292","44.780308","27.652945"
"plant_flower_Venidium_04","35.715439","33.232208","45.394951","28.934458"
"plant_flower_Venidium_05","34.433388","34.944458","43.582497","28.262159"
"plant_flower_Venidium_06","34.372757","33.370857","47.521526","28.738146"
"plant_flower_Venidium_07","34.372719","33.47628","44.668442","27.609365"
"plant_flower_Venidium_08","34.372726","33.370842","47.07991","28.562311"
"plant_flower_Venidium_09","34.433414","34.944481","43.441978","28.209856"
"plant_flower_Venidium_10","35.715424","33.232201","44.697155","28.661581"
"plant_flower_VeronicaChamaedrys_01","8.406145","13.82104","27.227989","15.205734"
"plant_flower_VeronicaChamaedrys_02","10.920538","11.272662","32.960342","16.923594"
"plant_flower_VeronicaChamaedrys_03","11.78056","11.404592","29.141226","15.36375"
"plant_flower_VeronicaChamaedrys_04","16.726799","16.508127","33.62328","18.529926"
"plant_flower_VeronicaChamaedrys_05","26.684681","39.040752","45.897305","25.825262"
"plant_flower_VeronicaFiliformis_01","2.954016","2.705921","10.619018","5.431165"
"plant_flower_VeronicaFiliformis_02","4.178037","5.13458","13.498369","7.015163"
"plant_flower_VeronicaFiliformis_03","4.104395","3.839882","11.044335","5.945482"
"plant_flower_VeronicaSpicata_01","12.063363","13.009962","31.948162","16.194138"
"plant_flower_VeronicaSpicata_02","11.961876","11.75818","31.450054","15.855159"
"plant_flower_ViciaVillosaRouth_01","37.472057","44.758926","57.456413","36.965248"
"plant_flower_ViciaVillosaRouth_02","82.248932","66.57357","55.230991","52.860695"
"plant_flower_ViolaOdorata_01","14.276236","7.468087","16.304735","8.894289"
"plant_flower_ViolaOdorata_02","9.93796","10.082703","16.41786","8.855103"
"plant_flower_ViolaOdorata_03","7.837408","8.709274","16.894386","8.713759"
"plant_flower_ViolaOdorata_04","10.168712","17.270252","16.736605","10.977409"
"plant_flower_ViolaTricolor_01","10.986995","12.246175","29.708706","15.223012"
"plant_flower_ViolaTricolor_02","9.603319","12.038565","29.341112","14.854964"
"plant_flower_ViolaTricolor_03","9.632809","9.654137","29.437969","14.903218"
"plant_flower_ViolaTricolor_04","9.603319","12.038563","16.639359","10.295468"
"plant_flower_ViolaTricolor_05","18.867535","15.856972","29.314796","16.230684"
"plant_flower_ViolaTricolor_06","14.885624","18.673656","29.177801","16.381367"
"plant_flower_ViolaTricolor_07","12.79603","19.364237","29.259789","15.841593"
"plant_flower_ViolaTricolor_08","12.79603","19.364235","25.973703","14.338079"
"plant_flower_ViolaTricolor_09","8.904146","8.096277","27.95528","14.220836"
"plant_flower_ViolaTricolor_10","8.904152","5.034976","28.765783","14.49609"
"plant_flower_ViolaTricolor_11","8.97422","5.528457","28.672432","14.458442"
"plant_flower_ViolaTricolor_12","8.97422","4.768021","16.732347","9.467961"
"plant_flower_ViscariaVulgaris_01","24.968561","37.208019","36.47979","27.466644"
"plant_flower_Wheat_01","26.017136","28.039879","135.607101","68.179916"
"plant_flower_Wheat_02","20.002102","27.882431","135.893326","68.826035"
"plant_flower_Wheat_03","32.725334","24.811615","136.14743","68.781456"
"plant_flower_Wheat_04","48.70924","15.538387","121.722176","61.566925"
"plant_flower_Wheat_05","16.996716","23.414555","141.63942","71.773903"
"plant_flower_Wheat_06","25.867153","21.897814","132.038071","66.574387"
"plant_flower_Wheat_07","33.017281","36.770729","134.209473","67.253448"
"plant_flower_Wheat_08","37.495331","34.766945","143.367432","71.897186"
"plant_flower_Wheat_09","36.219296","47.295525","141.765106","71.120491"
"plant_flower_ZeaMays_01","128.858932","130.030991","249.797195","124.952866"
"plant_flower_ZeaMays_02","130.715607","121.828598","249.893066","125.535355"
"plant_flower_Zinnia_01","19.85952","19.786486","57.081444","28.830448"
"plant_flower_Zinnia_02","21.653103","18.743629","55.961937","29.777218"
"plant_flower_Zinnia_03","19.754362","20.25733","55.660667","27.925196"
"plant_flower_Zinnia_04","21.653103","18.743656","55.642296","29.629015"
"plant_flower_Zinnia_05","19.507977","22.509731","56.2896","28.421684"
"plant_flower_Zinnia_06","20.523689","18.764881","57.062237","28.684685"
"plant_flower_Zinnia_07","15.395178","20.361225","55.590256","27.909311"
"plant_flower_Zinnia_08","19.219704","20.751703","55.635098","27.93601"
"plant_flower_Zinnia_09","22.089275","17.849697","57.122902","30.895535"
"plant_flower_Zinnia_10","21.411282","17.617001","55.702499","28.016953"
"plant_flower_Zinnia_11","15.454885","20.361221","55.449528","27.841524"
"plant_flower_Zinnia_12","19.754349","20.257334","55.364376","27.796"
"food_agar","21.921314","21.921314","30.119509","18.176493"
"glue_seaweed","17.974583","17.974583","18.711424","11.920938"
"glue_sap","17.974583","17.974583","18.711424","11.920938"
"glue_strong","21.921314","21.921314","30.119509","18.176493"
"plant_berry_Blackberry_01","33.064548","41.282001","52.801174","35.407322"
"plant_berry_Blackberry_02","31.431736","57.268753","89.218536","53.170113"
"plant_berry_Blackberry_03","51.625626","63.012695","108.651733","63.486332"
"plant_berry_Blackberry_04","62.175201","72.589981","111.555435","66.72126"
"plant_berry_Blackberry_05","84.239876","44.368469","24.621664","46.809177"
"plant_berry_Blackberry_06","84.012375","73.090698","34.817375","55.578835"
"plant_berry_Blackberry_07","157.824692","61.941063","99.685448","93.148354"
"plant_berry_Blackberry_08","177.894821","83.00692","117.448318","100.247116"
"plant_berry_Blueberry_01","29.404457","33.028946","27.01404","21.050184"
"plant_berry_Blueberry_02","38.51239","37.473038","34.04184","25.139378"
"plant_berry_Blueberry_03","37.269039","43.415146","40.723568","27.396074"
"plant_berry_Blueberry_04","38.368675","56.00285","29.139044","31.722971"
"plant_berry_Blueberry_05","59.191032","60.20372","43.237793","33.868702"
"plant_berry_Blueberry_06","19.129387","21.925877","21.151007","14.507783"
"plant_berry_Blueberry_07","32.085495","27.552235","23.512781","22.133953"
"plant_berry_Blueberry_08","43.038517","36.78661","23.512781","26.951767"
"plant_berry_Raspberry_01","33.814735","43.394855","99.402077","54.248821"
"plant_berry_Raspberry_02","40.325203","37.013149","130.98584","67.843315"
"plant_berry_Raspberry_03","44.169582","76.071556","150.146667","84.204933"
"plant_berry_Raspberry_04","81.831375","74.130676","112.89653","69.322678"
"plant_berry_Raspberry_05","38.696049","45.718723","55.811756","33.166916"
"plant_berry_Raspberry_06","55.766312","42.830154","79.304062","45.35006"
"plant_berry_Raspberry_07","58.4673","50.872166","92.957886","52.408028"
"plant_berry_Raspberry_08","75.984627","62.111961","93.025314","53.750168"
"plant_tree_pine_01_sapling","219.87001","206.77298","312.968018","161.741821"
"plant_jungle_bush_A1","168.363968","179.268555","177.282684","96.925003"
"plant_jungle_bush_A2","363.010376","344.442841","313.962769","211.853561"
"plant_jungle_bush_A3","182.262177","178.69754","161.514084","108.173912"
"plant_jungle_bush_A4","182.197174","151.564301","128.985382","103.055687"
"plant_jungle_fern_01","134.746704","143.19577","75.498619","77.343674"
"furn_garden_planter_round","86.596939","86.596939","45.782433","48.17033"
"soil_clay","174.147766","207.680389","26.47879","104.626122"
"furn_garden_planter_rect1","61.595192","59.386642","46.36599","48.658363"
"fish_bleak_small","60.024162","6.868407","22.305161","31.248648"
"food_fish_fried_bleak","96.35614","7.982763","19.338953","48.291317"
"fishtrap_basic","61.800304","56.581657","128.555847","69.979012"
"env_campfire","121.519333","15.984326","7.707144","60.834194"
"furn_table_alluro_oak","178.180054","178.323853","108.096169","111.661438"
"light_lamp_table_oil","23.282513","23.282513","56.615372","30.022076"
"food_berry_black","10.424459","10.439164","16.54199","8.419467"
"food_berry_blue","11.395355","11.441933","17.664406","8.891034"
"food_berry_rasp","10.424459","10.439164","16.54199","8.419467"
"food_fruit_strawberry","10.424459","10.439164","16.54199","8.419467"
"wood_log_fir","317.577942","12.685915","11.446421","158.849106"
"wood_log_poplar","317.577942","12.685915","11.446421","158.849106"
"wood_log_cherry","317.577942","12.685915","11.446421","158.849106"
"wood_log_gum","317.577942","12.685915","11.446421","158.849106"
"wood_log_tropic","317.577942","12.685915","11.446421","158.849106"
"wood_log_coconut","317.577942","12.685915","11.446421","158.849106"
"wood_log_banana","317.577942","12.685915","11.446421","158.849106"
"wood_log_treefern","317.577942","12.685915","11.446421","158.849106"
"wood_log_green","317.577942","12.685915","11.446421","158.849106"
"wood_log_dead","317.577942","12.685915","11.446421","158.849106"
"Food_Fruit_Coconut","19.269917","15.266254","16.205635","9.752131"
"Food_Fruit_Avocardo","8.571022","8.340202","12.900969","6.521288"
"Food_Fruit_Cantaloupe","20.84786","20.884979","23.28702","12.03242"
"Food_Fruit_Lime","9.627251","6.808149","6.715414","4.851556"
"Food_Fruit_Mango","6.022385","6.822485","11.611462","5.950198"
"Food_Fruit_Orange","11.984753","11.301425","11.864285","6.604729"
"Food_Fruit_Pear","7.481316","7.233477","11.513309","6.265222"
"Food_Fruit_Plum","7.815849","7.527253","7.262948","4.027577"
"Food_Veg_Squash","11.277192","10.764643","18.071606","9.13331"
"Food_Veg_Sweet_Potato","7.650813","7.328249","26.363705","13.366176"
"Food_Veg_Artichoke","12.484703","12.718913","23.195791","11.750093"
"Food_Veg_Broccoli","19.641687","18.777847","18.491682","10.87606"
"Food_Veg_Red_Cabbage","20.314533","20.441265","20.829193","11.446067"
"Food_Veg_Cucumber","6.315101","6.415061","28.668131","14.397049"
"Food_Veg_Red_Onion","12.377605","12.117932","11.594485","6.57617"
"Food_Veg_Onion_White","10.829672","10.440792","15.083959","7.562538"
"Tool_Fishtrap_Crab","97.39489","54.080437","60.695782","63.368607"
"build_rope","113.166504","114.270386","7.598297","73.250488"
"build_rope","113.166504","114.270386","7.598297","73.250488"
"build_fence_wood","320.598999","19.12001","111.127266","168.634827"
"chest_barrel_closed","77.823471","77.823479","106.428871","64.770874"
"chest_barrel_open","77.823471","77.823479","106.800316","64.883598"
"chest_bottle_green","11.97328","11.387266","34.032291","17.891994"
"chest_bottle_white","11.97328","11.387266","34.032291","17.891994"
"chest_crate","91.551926","94.678833","101.575317","81.120621"
"chest_crate_large","132.095734","132.120743","108.89698","108.093727"
"chest_crate_tarp","145.730804","152.131729","150.576782","121.427979"
"station_bench_woodwork","114.092346","252.258392","101.140793","147.329361"
"build_rock_large01","1113.703125","910.461487","530.436035","663.091919"
"build_rock_large02_dark","874.950806","1266.525391","504.744385","710.061157"
"build_rock_large03_smooth","1428.96521","973.873718","571.866516","736.224182"
"build_rock_med01_round","252.9561","352.460083","225.528183","183.043213"
"build_rock_med02_oval","354.800751","337.605927","195.022476","196.417892"
"build_rock_small01_round","354.800751","337.605927","195.022476","196.417892"
"build_rock_small02_square","24.379204","29.208794","21.749252","16.779604"
"build_rock_jungle_01","105.241653","114.967422","95.755882","74.016548"
"build_rock_jungle_cliff1","324.989258","380.74234","871.623047","442.857269"
"build_rock_jungle_cliff2","529.123779","435.345703","938.441711","520.731445"
"build_rock_jungle_flat1","1070.324463","856.013123","381.875427","618.227783"
"build_rock_jungle_sharp1","557.796631","679.024963","812.427002","533.419128"
"build_rock_jungle_sharp2","109.384155","88.659348","73.70591","59.766788"
"Food_Bread_Bagel","17.694462","16.990711","7.043188","9.831759"
"Food_Bread_Biscuits_Choc","8.914689","8.84593","2.463385","4.658931"
"Food_Bread_Biscuits_Sweet","8.994642","9.110546","2.316651","4.772713"
"Food_Bread_Brownie","7.284375","7.18751","3.838864","5.143992"
"Food_Bread_Challah","26.871693","42.471195","14.49333","22.509892"
"Food_Bread_Croissant","16.430986","28.074249","9.539644","14.886312"
"Food_Bread_Donut_Choc","14.001675","16.204384","6.195161","8.19159"
"Food_Bread_Donut_Sprinkles","15.021381","15.51866","6.326518","7.934024"
"Food_Bread_French","16.896294","56.187798","15.057966","28.545017"
"Food_Bread_Kaiser_Cheese","15.821525","15.154152","8.597288","9.214432"
"Food_Bread_Loaf_Multi","31.442501","20.034271","15.802224","18.519213"
"Food_Bread_Loaf_Multi_Slice","2.254365","19.286558","15.102108","11.482851"
"Food_Bread_Loaf_Sourdough","31.726034","30.95487","16.156826","17.228695"
"Food_Bread_Loaf_Wheat","33.707909","33.181683","13.585238","17.890556"
"Food_Bread_Muffin","12.729355","12.009523","11.147266","7.183136"
"Food_Bread_Pizza","48.025265","47.381256","6.099151","24.343763"
"Food_Bread_Pretzel","18.355051","20.443802","4.837719","11.93521"
"Food_Bread_Rice_Crispy","8.268505","6.561193","4.588634","5.347462"
"build_rock_moss_big01","462.061157","397.073364","350.689575","256.127106"
"build_rock_moss_big02","449.648193","378.057495","400.321106","247.205566"
"build_rock_moss_big03","277.144958","316.735107","506.654846","260.871552"
"build_rock_moss_med01","130.540649","140.293686","180.403412","109.341347"
"build_rock_moss_med02","195.467712","229.223389","150.476929","133.385315"
"build_rock_moss_med03","222.602936","148.217468","151.208084","123.349716"
"build_rock_moss_square1","61.159599","100.391068","50.479561","57.5266"
"build_rock_moss_small1","55.583855","37.02919","23.266628","29.321472"
"build_rock_moss_small2","53.816998","55.073463","38.307556","31.052574"
"build_rock_moss_small3","41.580418","60.142643","45.209091","33.203739"
"build_rock_moss_small4","55.368729","52.3246","32.624004","32.297043"
"build_rock_moss_small5","41.095383","65.560532","26.161228","33.382"
"build_rock_moss_small6","55.355042","56.482704","27.125198","30.47607"
"build_stone_block_rect","75.000061","39.999977","40.000015","46.97076"
"build_stone_block_square","40.000031","40.000069","39.999977","34.641041"
"build_stone_block_group","50.000046","39.999916","40.237801","37.812294"
"Food_Bread_Muffin_Apple","12.729355","12.009523","11.147266","7.183136"
"food_soup_mushroom","16.788626","16.788628","9.622369","9.16954"
"fish_perch_jungle","17.358398","54.722878","28.253151","27.885788"
"fish_crab_blue","32.304169","25.079746","8.224154","17.125988"
"food_fish_crab_blue","32.304169","25.079746","8.224154","17.125988"
"fish_frog_red","31.791433","29.098827","12.267262","18.415182"
"fish_frog_brown","31.791433","29.098827","12.267262","18.415182"
"Tool_Axe_Copper","25.32016","5.035972","80.836266","42.075665"
"food_fish_battered_goliath","69.08847","28.15324","5.838166","35.350445"
"food_fish_battered_mackeral","69.08847","28.15324","5.838166","35.350445"
"food_fish_eel_smoked","69.08847","28.15324","5.838166","35.350445"
"chem_squalene","21.921314","21.921314","30.119509","18.176493"
"food_fish_bleak_poached","69.08847","28.15324","5.838166","35.350445"
"food_egg_white","7.621245","7.621246","9.291202","4.645657"
"food_egg_brown","7.621245","7.621246","9.291202","4.645657"
"food_egg_brown_spotty","7.621245","7.621246","9.291202","4.645657"
"food_egg_yellow_big","10.791862","10.791863","13.149159","6.57466"
"food_egg_white_big","10.791862","10.791863","13.149159","6.57466"
"food_egg_brown_big","10.791862","10.791863","13.149159","6.57466"
"food_egg_brown_spotty_big","10.791862","10.791863","13.149159","6.57466"
"food_pasta_spaghetti_simple","43.847427","43.847424","2.962835","21.949856"
"part_stone_block_thick_blank","300.0","308.16272","300.000061","259.83783"
"part_stone_block_thick_arch","300.0","309.103882","300.010101","259.810547"
"part_stone_block_thick_window","300.0","301.96347","300.000061","260.375641"
"part_stone_block_thick_talus","500.0","500.000061","300.000092","384.057281"
"part_stone_block_thick_talus1","300.0","402.858002","300.000061","292.529724"
"plant_tree_pine_02_sapling","183.19693","190.545197","188.421082","106.366806"
"plant_tree_pine_03_small","168.030045","164.988007","227.963135","117.643013"
"plant_tree_pine_04","519.965698","552.001282","1003.458801","506.137268"
"plant_tree_pine_05","563.3349","528.870178","1089.467163","548.424133"
"plant_tree_pine_06","477.833496","524.660889","954.297974","481.134094"
"plant_tree_pine_07_big","597.75238","523.809387","1258.383301","634.30249"
"plant_tree_pine_08_big","601.889221","579.867004","1448.655762","725.047729"
"plant_tree_fir_01_small","384.068024","422.563629","550.613525","276.04837"
"plant_tree_fir_02_small","456.181213","460.408936","682.971313","374.037903"
"plant_tree_fir_03_medium","574.23761","598.478027","1260.032715","642.096375"
"plant_tree_fir_04_standalone","877.743286","848.473267","2048.786133","1031.317505"
"plant_tree_fir_05_standalone","530.928162","542.246826","1853.941895","939.413635"
"plant_tree_fir_06_forest","789.962219","840.931458","2013.635864","1014.870117"
"plant_tree_fir_07_forest","943.776245","942.228638","2189.572021","1116.906006"
"plant_tree_fir_08_dead_forest","713.9599","913.363281","1773.813354","904.810059"
"plant_tree_poplar_01_sapling","205.063538","175.671387","317.685944","166.090805"
"plant_tree_poplar_02_small","809.470581","757.42395","1276.116211","673.105164"
"plant_tree_poplar_03_small","624.910583","647.99762","934.092224","510.102905"
"plant_tree_poplar_04_medium","937.799561","945.894043","1698.702148","965.497559"
"plant_tree_poplar_05_standalone","1015.910889","1015.813843","1740.098511","935.610352"
"plant_tree_poplar_06_forest","1357.64978","1581.616455","2646.319336","1403.056152"
"plant_tree_poplar_07_forest","1479.787354","1553.469727","2350.834717","1250.776245"
"plant_tree_cedar_01_sapling","125.976059","123.049789","207.205078","104.073082"
"plant_tree_cedar_02_young","251.045883","238.227661","371.356842","186.284042"
"plant_tree_cedar_03_medium","967.217651","923.357117","1923.634888","1042.539062"
"plant_tree_cedar_04_medium","676.633301","647.180847","1346.450317","737.233093"
"plant_tree_cedar_05_big","886.277344","862.806152","2577.218018","1289.959595"
"plant_tree_cedar_06_big","864.533508","838.345459","2579.322754","1291.079346"
"plant_tree_cherry_01_med","403.867004","351.082764","639.652222","331.559387"
"plant_tree_gum_01_small","1233.320068","1327.040283","1250.783325","751.495239"
"plant_tree_gum_02_medium","1410.673828","1870.58374","1575.003296","1057.245239"
"plant_tree_gum_03_medium","1161.325928","1280.903442","1598.63147","881.318054"
"plant_tree_gum_04_medium","2129.500488","2057.250244","2280.937744","1328.377563"
"plant_tree_gum_05_large","3096.853271","3171.832031","2846.296387","1778.987183"
"plant_tree_tropical_01_sapling","99.773544","104.842819","89.737061","58.572708"
"plant_tree_tropical_02_small","609.168762","651.112061","620.594849","408.971283"
"plant_tree_tropical_03_medium","749.896729","654.739197","631.844421","440.293732"
"plant_tree_tropical_04_big_vines","1041.423584","1092.713501","1508.505859","888.137939"
"plant_tree_tropical_05_big","1041.423584","1092.713623","1455.098022","870.537842"
"plant_tree_tropical_06_big_vines","2071.679932","1746.31665","1511.082397","1172.912842"
"plant_tree_tropical_07_big","2071.679932","1746.31665","1424.996216","1162.962036"
"plant_tree_tropical_08_big_vines","1886.871704","1157.047363","2120.144775","1284.716553"
"plant_tree_tropical_09_big","1886.871704","1157.047363","1977.896729","1241.134033"
"plant_jungle_fern_02","141.37262","127.362915","51.920582","74.332634"
"plant_jungle_fern_03","92.320221","95.143211","41.043636","54.265228"
"plant_jungle_fern_04","287.425293","263.820557","136.02951","159.702255"
"plant_jungle_monstera_01","220.598572","222.30896","132.135712","133.50621"
"plant_jungle_monstera_02","120.223503","132.756638","97.02153","77.18335"
"plant_jungle_misc_01","157.084793","165.75412","54.517021","90.457855"
"plant_jungle_misc_02","127.179642","129.311798","53.519859","71.510376"
"plant_jungle_rafflesia","115.020828","108.677979","41.593548","61.503727"
"plant_herb_ginger_01","98.539078","88.132462","180.127579","93.426178"
"plant_herb_ginger_02","69.664825","68.464188","46.484779","46.88839"
"plant_herb_ginger_03","67.654099","75.55027","30.150017","40.915894"
"plant_herb_taro_01","149.919739","138.772125","71.110161","88.620796"
"plant_herb_taro_02","148.510376","190.575562","107.475311","99.190445"
"plant_tree_coconut_palm_01","802.144165","750.914551","770.907043","427.237976"
"plant_tree_coconut_palm_02","733.350586","710.565918","1589.487427","814.376404"
"plant_tree_coconut_palm_03","843.084961","737.556396","1783.874878","977.675842"
"plant_tree_coconut_palm_04","740.741882","742.339478","2451.014404","1236.72522"
"plant_tree_banana_01_sapling","148.461151","101.98494","105.533005","86.510574"
"plant_tree_banana_02_sapling","189.450912","158.754776","162.219131","125.981285"
"plant_tree_banana_03_small","93.742805","86.639084","144.506195","75.15139"
"plant_tree_banana_04_medium","142.245697","140.833328","209.456039","128.094727"
"plant_tree_banana_05_medium","198.269836","205.643188","286.549805","157.796616"
"plant_tree_banana_06_big","262.911133","244.172089","458.716217","232.0625"
"plant_tree_banana_07_big_fruit","327.764404","318.522797","504.227753","258.120361"
"plant_tree_banana_08_big_fruit","458.776123","489.880035","613.088501","311.493347"
"plant_tree_banana_09_old","289.52713","326.843872","513.427612","259.218353"
"plant_tree_treefern_01_medium","892.825012","970.880188","1098.134399","709.507385"
"plant_tree_treefern_02_big","954.874939","935.521362","1478.56897","834.054016"
"plant_tree_green_hipoly_01","764.812988","878.605591","744.774536","459.867523"
"plant_tree_green_hipoly_02","733.43689","792.764282","905.786438","494.244812"
"plant_tree_green_hipoly_03","591.712891","624.270325","596.091919","368.537964"
"plant_tree_green_hipoly_04","534.19873","419.465332","498.075562","289.984467"
"plant_tree_green_hipoly_05","752.651611","781.823364","943.53186","507.378326"
"plant_tree_dead_hipoly_01","764.812988","878.605591","744.774536","459.867523"
"plant_tree_dead_hipoly_02","733.43689","792.764282","905.786438","494.244812"
"plant_tree_dead_hipoly_03","591.712891","624.270325","596.091919","368.537964"
"plant_tree_dead_hipoly_04","534.19873","419.465332","498.075562","289.984467"
"plant_tree_dead_hipoly_05","752.651611","781.823364","943.53186","507.378326"
"paper_recipe","0.0","0.0","0.0","0.0"
"plant_herb_rosemary_05","31.910851","28.418568","41.850792","23.342813"
"food_chocolate","8.268505","6.561193","4.588634","5.347462"
"food_donut_chocolate","14.001675","16.204384","6.195161","8.19159"
"food_donut_sprinkles","15.021381","15.51866","6.326518","7.934024"
"food_sprinkles","21.921314","21.921314","30.119509","18.176493"
"food_vinegar","21.921314","21.921314","30.119509","18.176493"
"chest_bottle_red","11.97328","11.387266","34.032291","17.891994"
"kitchen_jar_empty_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_blue_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_red_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_purple_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_purple_dark_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_blue_dark_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_yellow_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_green_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_green_dark_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_red_dark_small","7.212531","7.212531","8.497648","5.482183"
"kitchen_jar_red_deep_small","7.212531","7.212531","8.497648","5.482183"
"food_jam_blueberry","7.212531","7.212531","8.497648","5.482183"
"food_jam_blackberry","7.212531","7.212531","8.497648","5.482183"
"fish_tropical_01","37.958588","8.146377","24.137146","19.343624"
"fish_tropical_02","35.37384","8.026833","17.429707","18.003004"
"fish_tropical_03","44.321991","10.641199","20.128452","22.654379"
"fish_tropical_04","38.536575","8.810707","18.799126","19.341635"
"fish_tropical_05","29.086056","6.155494","24.522533","14.818963"
"fish_tropical_06","37.853745","9.340226","30.243366","20.7197"
"fish_tropical_07","38.332581","6.921756","17.182339","19.525248"
"fish_tropical_08","41.090309","10.641199","22.0212","20.988415"
"fish_tropical_09","38.47501","12.388965","16.161652","19.370665"
"fish_tropical_10","44.057961","11.340389","24.627514","22.590456"
"fish_tropical_11","47.893864","10.744795","19.915089","24.472309"
"fish_tropical_12","46.2034","7.762831","20.157194","23.336134"
"fish_tropical_13","42.539677","9.826435","24.637955","21.290565"
"fish_tropical_14","34.685989","8.111866","27.653912","21.956327"
"fish_tropical_15","25.941017","6.171148","21.972815","14.107271"
"fish_tropical_16","46.62672","12.287314","21.965675","23.438913"
"fish_tropical_17","30.574322","7.477983","28.805674","15.645988"
"fish_tropical_18","31.00848","6.284199","26.424309","18.733191"
"fish_tropical_19","21.873381","6.103052","18.415699","11.51788"
"fish_tropical_20","29.810822","6.35841","22.081173","16.713795"
"fish_tropical_21","33.015495","5.551005","16.252697","16.863728"
"fish_tropical_22","30.967686","7.295351","19.077591","17.009008"
"fish_tropical_23","39.125847","5.671772","12.726022","20.125797"
"fish_tropical_24","34.736351","5.692615","21.27854","18.016119"
"fish_tropical_25","26.920105","6.08318","14.486033","13.525152"
"fish_tropical_26","34.126808","6.870864","19.881327","17.292177"
"fish_tropical_27","51.026062","7.796663","31.152733","27.536291"
"fish_tropical_28","35.79451","5.753505","22.033924","18.64377"
"plant_mushroom_med_6_1","97.96167","98.11084","104.336655","68.554649"
"plant_mushroom_med_7_1","112.210449","112.159912","147.127838","74.089272"
"plant_mushroom_med_1_1","203.28125","203.192505","123.846085","108.48085"
"plant_mushroom_med_2_1","101.67041","105.988403","131.490784","76.953957"
"plant_mushroom_med_3_1","95.249512","95.029663","130.122482","71.203987"
